id_active_ingredient,active_ingredient,active_ingredient_eng
1450,ÁCIDO HIALURÔNICO,
1451,HIALURONIDASE,
1452,RILMENIDINA,
1453,MANITOL,
1454,CLORIDRATO DE PAPAVERINA,
1455,HYTROPIN,
1456,EMICIZUMABE,
1457,POLIOVÍRUS TIPO 1 (MAHONEY),
1458,POLIOVÍRUS TIPO 2,
1459,POLIOVÍRUS TIPO 3,
1460,POLISSACARÍDEO DE HAEMOPHILUS INFLUENZAE TIPO B,
1461,VALERATO DE DIFLUCORTOLONA,
1462,ISOCONAZOL,
1463,ALFA-ALBUTREPENONACOGUE,
1464,DURVALUMABE,
1465,CILASTATINA SÓDICA,
1466,IMIPENÉM MONOIDRATADO,
1467,SUCCINATO DE SUMATRIPTANA,
1468,CLORIDRATO DE IMIPRAMINA,
1469,ZOPICLONA,
1470,SUCCINATO DE SOLIFENACINA,
1471,ETONOGESTREL,
1472,MYCOBACTERIUM BOVIS,
1473,PELARGONIUM SIDOIDES DC.,
1474,GLUCANA,
1475,UNCARIA TOMENTOSA (WILLD. EX ROEM. & SCHULT.) DC. .,
1476,INDOMETACINA,
1477,CONJUGADO DE POLISSACARÍDEO CAPSULAR DE HAEMOPHILUS INFLUENZAE TIPO B E TOXÓIDE TETÂNICO,
1478,POLIOVÍRUS INATIVADOS TIPO 1,
1479,POLIOVÍRUS INATIVADOS TIPO 2,
1480,POLIOVÍRUS INATIVADOS TIPO 3,
1481,EUCALIPTUS GLOBULUS  LABILL,
1482,FERRUM PHOSPHORICUM,
1483,CLORIDRATO DE ISOXSUPRINA,
1484,RABEPRAZOL SÓDICO,
1485,CEFALOTINA SÓDICA TAMPONADA,
1486,AXITINIBE,
1487,MENAEPTENONA,
1488,EXTRATOS ALERGÊNICOS DE INSETOS SUGADORES,
1489,EPLERENONA,
1490,ETRAVIRINA,
1491,INTERFERON ALFA 2A,
1492,INTERFERON HUMANO TIPO ALFA - 2B,
1493,VALERATO DE ESTRADIOL MICRONIZADO,
1494,IMUNOGLOBULINA,
1495,ERTAPENÉM SÓDICO,
1496,PALIPERIDONA,
1497,PALMITATO DE PALIPERIDONA,
1498,CANAGLIFLOZINA HEMI-HIDRATADA,
1499,FUMARATO DE VONOPRAZANA,
1500,IOMEPROL,
1501,IOPAMIDOL,
1502,GEFITINIBE,
1503,COLAGENASE,
1504,RALTEGRAVIR POTÁSSICO,
1505,MESILATO DE DIIDROERGOCRISTINA,
1506,ISOFLURANO,
1507,DINITRATO DE ISOSSORBIDA,
1508,ACETATO DE SÓDIO TRIIDRATADO,
1509,HIDROXIETILAMIDO,
1510,CLORIDRATO DE IVABRADINA,
1511,INSULINA ISOFANA,
1512,IVERMECTINA,
1513,IMIQUIMODE,
1514,PALBOCICLIBE,
1515,CLORIDRATO DE PONATINIBE,
1516,CANAQUINUMABE,
1517,IBRUTINIBE,
1518,POLIPEPTÍDEO DIALIZÁVEL DE EXTRATO DE LEUCÓCITO,
1519,HAEMOPHILUS INFLUENZAE TIPO B,
1520,RUFINAMIDA,
1521,ACETATO DE NOMEGESTROL,
1522,FOSFATO DE SITAGLIPTINA MONOIDRATADO,
1523,VINFLUNINA,
1524,DOSTARLIMABE,
1525,CLORIDRATO DE SELEGILINA,
1526,DIMESILATO DE LISDEXANFETAMINA,
1527,FOSFATO DE RUXOLITINIBE,
1528,ALFADAMOCTOCOGUE PEGOL,
1529,METIONINA (11 C,
1530,TRASTUZUMABE ENTANSINA,
1531,LOPINAVIR,
1532,RITONAVIR,
1533,IVACAFTOR,
1534,IMUNOGLOBULINA ANTI-RHO(D),
1535,PIPER METHYSTICUM G. FORST.,
1536,OFATUMUMABE,
1537,CLORIDRATO DE ESCETAMINA,
1538,ALFAOXOFENILPROPIONATO DE CÁLCIO,
1539,RACEALFA-HIDROXIGAMAMETILTIOBUTANOATO DE CÁLCIO,
1540,RACEALFAOXOBETAMETILBUTANOATO DE CÁLCIO,
1541,RACEALFAOXOBETAMETILPENTANOATO DE CÁLCIO,
1542,RACEALFAOXOGAMAMETILPENTANOATO DE CÁLCIO,
1543,PEMBROLIZUMABE,
1544,ÁCIDO FUMÁRICO SIPONIMODE,
1545,SCHINUS TEREBINTHIFOLIA RADDI,
1546,SULFATO DE ABACAVIR,
1547,STRYCHNOS IGNATII,
1548,SIMAROUBA CEDRON,
1549,STANNUM METALLICUM,
1550,SAXAGLIPTINA,
1551,SULFATO DE SELUMETINIBE,
1552,DICLORIDRATO DE SAPROPTERINA,
1553,CARFILZOMIBE,
1554,ALFASSEBELIPASE,
1555,SUCCINATO DE RIBOCICLIBE,
1556,BETAOCTOCOGUE,
1557,SUCCINATO DE TAFENOQUINA,
1558,TISAGENLECLEUCEL,
1559,LACIDIPINO,
1560,LACOSAMIDA,
1561,DEXTRANO,
1562,ÁLCOOL POLIVINÍLICO,
1563,DASATINIBE,
1564,DANAZOL,
1565,BENZNIDAZOL,
1566,TERBINAFINA,
1567,ALFAVELMANASE,
1568,TIOGUANINA,
1569,CLORETO DE CETILPIRIDÍNIO,
1570,ALCAFTADINA,
1571,L-LISINA,
1572,RETINOL,
1573,TIMOMODULINA,
1574,CLORAMBUCILA,
1575,CLADRIBINA,
1576,LEVOFLOXACINO HEMI-HIDRATADO,
1577,INSULINA DETEMIR,
1578,LEVOFLOXACINO,
1579,MALEATO DE LEVOMEPROMAZINA,
1580,RILUZOL,
1581,LIMECICLINA,
1582,CEMIPLIMABE,
1583,TACROLIMO,
1584,CLORDIAZEPÓXIDO,
1585,FENOFIBRATOS MICROGRÂNULOS A 75%,
1586,TRIGLICERÍDEOS DE CADEIA MÉDIA,
1587,TRIGLICERÍDIOS C10-18,
1588,ÉSTERES ETÍLICOS DOS ÁCIDOS GRAXOS DO ÓLEO DE PAPOULA IODADOS,
1589,CARBOMERO,
1590,LECITINA DE OVO,
1591,TRIGLICERÍDEOS CADEIA MÉDIA,
1592,LISINOPRIL DI-HIDRATADO,
1593,LISINOPRIL,
1594,MITOTANO,
1595,AMOROLFINA,
1596,OLOPATADINA,
1597,MESILATO DE LOMITAPIDA,
1598,NIFEDIPINA,
1599,BROMETO DE OTILÔNIO,
1600,LIPEGFILGRASTIM,
1601,OMEPRAZOL MAGNÉSICO,
1602,ETABONATO DE LOTEPREDNOL,
1603,LOXOPROFENO SÓDICO,
1604,MEFLOQUINA,
1605,SULFATO DE QUININA,
1606,RANIBIZUMABE,
1607,ALGINATO DE SÓDIO,
1608,BICARBONATO DE POTÁSSIO,
1609,SOTORASIBE,
1610,MOXETUMOMABE PASUDOTOX,
1611,CLORIDRATO DE LURASIDONA,
1612,MALEATO DE FLUVOXAMINA,
1613,VORETIGENO NEPARVOVEQUE,
1614,ARANEUS DIADEMATUS,
1615,CALCIUM PHOSPHORICUM,
1616,EQUISETUM HYEMALE,
1617,FERRUM IODATUM,
1618,FUMARIA OFFICINALIS L.,
1619,GERANIUM ROBERTIANUM,
1620,GENTIANA LUTEA,
1621,JUGLANS REGIA L.,
1622,LEVOTHYROXINUM,
1623,MYOSOTIS ARVENSIS,
1624,NATRUM SULFURICUM,
1625,PINUS SYLVESTRIS,
1626,SCROPHULARIA NODOSA,
1627,SMILAX OFFICINALIS,
1628,TEUCRIUM SCORODONIA,
1629,VERONICA OFFICINALIS,
1630,ALENTUZUMABE,
1631,MESILATO DE LENVATINIBE,
1632,CLORIDRATO DE VARDENAFILA TRIIDRATADO,
1633,TOSILATO DE EDOXABANA MONOIDRATADO,
1634,CICLOSSILICATO DE ZIRCÔNIO SÓDICO HIDRATADO,
1635,CLORIDRATO DE TIPIRACILA,
1636,TRIFLURIDINA,
1637,LORLATINIBE,
1638,LORNOXICAM,
1639,OLAPARIBE,
1640,VÍRUS DA CAXUMBA,
1641,VÍRUS DA RUBEOLA,
1642,VÍRUS DO SARAMPO,
1643,NITROFURANTOÍNA,
1644,CLORIDRATO DE VALGANCICLOVIR,
1645,GLICINATO DE MAGNÉSIO,
1646,CARBONATO BÁSICO DE BISMUTO,
1647,GADOPENTETATO DE DIMEGLUMINA,
1648,QUINOSOL,
1649,TIROTRICINA,
1650,BORATO DE SÓDIO,
1651,CLORIDRATO DE AMANTADINA,
1652,CRATAEGUS OXYACANTHA,
1653,PASSIFLORA INCARNATA,
1654,VARFARINA SÓDICA,
1655,ÓXIDO DE COBRE,
1656,ÓXIDO DE MAGNÉSIO,
1657,GLECAPREVIR HIDRATADO,
1658,PIBRENTASVIR,
1659,BENZOATO DE RIZATRIPTANA,
1660,NITRATO DE NAFAZOLINA,
1661,NIMESULIDA BETACICLODEXTRINA,
1662,DICLORIDRATO DE MECLOZINA MONOIDRATADO,
1663,EUDRAGIT E,
1664,BINIMETINIBE,
1665,CEPHAËLIS IPECACUANHA ( BROT. ) A.RICH.,
1666,PAMIDRONATO DISSÓDICO,
1667,MELISSA OFFICINALIS L.,
1668,CLORIDRATO DE TIORIDAZINA,
1669,POLISSACARÍDEO,
1670,POLISSACARÍDEO N. MENINGITIDIS TIPO A,
1671,POLISSACARÍDEO N. MENINGITIDIS TIPO C,
1672,MIRTAZAPINA,
1673,OLIGOSSACARÍDEO MENINGOCÓCICO DO GRUPO C,
1674,PROTEÍNA CARREADORA,
1675,SÉPIA SUCCUS,
1676,MENOTROPINA,
1677,EUCALIPTO,
1678,MIFAMURTIDA,
1679,MEROPENÉM TRI-HIDRATADO,
1680,CLORIDRATO DE MEPIVACAÍNA,
1681,ALFAVESTRONIDASE,
1682,MESILATO DE CODERGOCRINA,
1683,MESNA,
1684,BROMETO DE PIRIDOSTIGMINA,
1685,PIDOLATO DE PIRIDOXINA,
1686,TENECTEPLASE,
1687,METOCLOSANTISA,
1688,METOTREXATO DE SÓDIO,
1689,ÁCIDO NICOTÍNICO,
1690,CLORIDRATO DE AMINOLEVULINATO DE METILA,
1691,TETRAFLUORBORATO TETRAMIBI CUPROSO,
1692,FLUTRIMAZOL,
1693,MICOPLEX,
1694,IODO METALÓIDE,
1695,ÁCIDO BENZÓICO,
1696,BENFOTIAMINA,
1697,BORO,
1698,FOSFATO DE CÁLCIO DIBÁSICO DI-HIDRATADO,
1699,LAURIL SULFATO DE SÓDIO,
1700,SORBITOL 70 %,
1701,NIMODIPINO,
1702,HIDROXIPROPIL GUAR,
1703,MACROGOL,
1704,PROPILENOGLICOL,
1705,MIZOLASTINA,
1706,FUMARATO DE DIMETILA,
1707,CAPSAICINA,
1708,ORYZA SATIVA L.,
1709,DERISOMALTOSE FÉRRICA,
1710,ACHILLEA MILLEFOLIUM L.,
1711,BELLIS PERENNIS,
1712,CALENDULA OFFICINALIS L.,
1713,ECHINACEA ANGUSTIFOLIA DC.,
1714,CURCUMA LONGA L.,
1715,PLERIXAFOR,
1716,L-CARBOCISTEÍNA,
1717,MUCOTRAT,
1718,FOTEMUSTINA,
1719,MACROGOL 3350,
1720,MICAFUNGINA SÓDICA,
1721,MICOFENOLATO SÓDICO,
1722,GENTUZUMABE OZOGAMICINA,
1723,ALFA-ALGLICOSIDASE,
1724,MIRABEGRONA,
1725,CLORIDRATO DE METADONA,
1726,DIMETILSULFÓXIDO DE TRAMETINIBE,
1727,POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO A CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO,
1728,POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO C CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO,
1729,POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO W CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO,
1730,POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO Y,
1731,OLIGOSSACARÍDEO MENINGOCÓCICO A,
1732,OLIGOSSACARÍDEO MENINGOCÓCICO W135,
1733,OLIGOSSACARÍDEO MENINGOCÓCICO Y,
1734,TETRAIDROCANABINOL,
1735,CANABIDIOL,
1736,VORICONAZOL,
1737,CISTINA,
1738,LEVEDURA,
1739,QUERATINA,
1740,ÁCIDO AMINOBENZÓICO,
1741,GADOBENATO DE DIMEGLUMINA,
1742,NALBUFINA,
1743,ÁCIDO NALIDÍXICO,
1744,RAMIPRIL,
1745,NAPROXENO,
1746,CLORIDRATO DE ROPIVACAÍNA MONOIDRATADO,
1747,ÁGUA DO MAR,
1748,TIAMINA,
1749,BITARTARATO DE COLINA,
1750,TARTARATO DE VINORELBINA,
1751,POLIDOCANOL,
1752,EMBONATO DE TRIPTORRELINA,
1753,METILPARABENO,
1754,FOSFATO SODICO DE DEXAMETASONA,
1755,LEVOLISINATO DE IBUPROFENO,
1756,CLORIDRATO DE ISOMETEPTENO,
1757,METILSULFATO DE NEOSTIGMINA,
1758,CLORIDRATO DE LEVOMEPROMAZINA,
1759,L-ARGININA,
1760,L-TIROSINA,
1761,N-ACETIL CISTEÍNA,
1762,GLICILTIROSINA,
1763,MALEATO DE NERATINIBE,
1764,KALI BROMATUM,
1765,ACIDUM PHOSPHORICUM,
1766,KALIUM BROMATUM,
1767,ZINCUM ISOVALERIANICUM,
1768,BENZOATO DE ALOGLIPTINA,
1769,PERICIAZINA,
1770,ROTIGOTINA,
1771,COFFEA ARABICA,
1772,NEPAFENACO,
1773,TOSILATO DE SORAFENIBE,
1774,ALFA-AVALGLICOSIDASE,
1775,NICOTINA,
1776,ESILATO DE NINTEDANIBE,
1777,CITRATO DE IXAZOMIBE,
1778,NITISINONA,
1779,NITRAZEPAM,
1780,NITRATO DE OXICONAZOL,
1781,NITROPRUSSETO DE SÓDIO,
1782,NITROPRUSSETO DE SÓDIO DI-HIDRATADO,
1783,ESTAZOLAM,
1784,PIRACETAM,
1785,VINORELBINA,
1786,NORETISTERONA,
1787,VITEX AGNUS-CASTUS L.,
1788,BUPRENORFINA,
1789,CLORIDRATO DE LEVOBUPIVACAÍNA,
1790,METOCLOPRAMIDA,
1791,POSACONAZOL,
1792,ROMIPLOSTIM,
1793,DAROLUTAMIDA,
1794,MEPOLIZUMABE,
1795,ACETATO DE MAGNÉSIO TETRAIDRATADO,
1796,ACETATO DE POTÁSSIO,
1797,CISTEÍNA,
1798,CLORIDRATO DE ORNITINA,
1799,URÉIA,
1800,CLORIDRATO DE HISTIDINA MONOIDRATADO,
1801,FOSFATO DIIDROGENADO DE SÓDIO,
1802,HIDROXIDO DE SODIO,
1803,LEUCI,
1804,ACETATO DE SÓDIO TRIHIDRATADO,
1805,ARGININA MONOGLUTAMATO,
1806,HIDRÓXIDO DE POTÁSSIO,
1807,TRIPT,
1808,ARMODAFINILA,
1809,CITRULLUS COLOCYNTHIS SCHRAD.,
1810,STRYCHNOS NUX-VOMICA L.,
1811,NYOLOL COLIRIO,
1812,GALSULFASE,
1813,ALFAEPTACOGUE ATIVADO,
1814,ALFASIMOCTOCOGUE,
1815,OCITOCINA,
1816,OCRELIZUMABE,
1817,PENTETREOTIDA,
1818,FATOR X,
1819,OXCARBAZEPINA,
1820,SULFATO CÚPRICO PENTAIDRATADO,
1821,ALOE FEROX MILL.,
1822,ÓLEO DE PEIXE,
1823,OMEPRAZOL SÓDICO,
1824,CICLESONIDA,
1825,IOEXOL,
1826,GADODIAMIDA,
1827,MALEATO DE INDACATEROL,
1828,PEGASPARGASE,
1829,DITARTARATO DE VINORELBINA,
1830,ONDANSETRONA,
1831,NIVOLUMABE,
1832,CLORETO DE CARBACOL,
1833,IOVERSOL,
1834,GLICINATO DE ZINCO,
1835,GATIFLOXACINO,
1836,ACETATO DE GANIRRELIX,
1837,ÁCIDO AMINOBUTÍRICO,
1838,LUMACAFTOR,
1839,CITRULINA,
1840,IPRIFLAVONA,
1841,CALCITRIOL,
1842,CLORFENESINA,
1843,HIDROCORTISONA MICRONIZADA,
1844,CLORIDRATO DE XILOMETAZOLINA,
1845,ALFACORIOGONADOTROPINA,
1846,OXACILINA SÓDICA,
1847,OXAMNIQUINA,
1848,CLORIDRATO DE OXIBUPROCAÍNA,
1849,LUMASIRANA SÓDICA,
1850,METOXISALENO,
1851,CLORIDRATO DE OXICODONA,
1852,BARICITINIBE,
1853,PATISIRANA SÓDICA,
1854,MACITENTANA,
1855,ABATACEPTE,
1856,APREMILASTE,
1857,SEMAGLUTIDA,
1858,CLORIDRATO DE TAPENTADOL,
1859,BROMETO DE PANCURÔNIO,
1860,CARBIDOPA,
1861,MESILATO DE BROMOCRIPTINA,
1862,SULFATO DE TRANILCIPROMINA,
1863,CORYNEBACTERIUM PARVUM,
1864,TIMOL,
1865,RIFAMPINA,
1866,GLICONATO DE ZINCO,
1867,ALFAPEGINTERFERONA 2A,
1868,FENOXIMETILPENICILINA,
1869,CILASTATINA,
1870,IMIPENÉM,
1871,PENTOXIFILINA,
1872,PENCICLOVIR,
1873,ALFALUTROPINA,
1874,PERINDOPRIL ERBUMINA,
1875,PERTUZUMABE,
1876,RISPERIDONA,
1877,NIACINAMIDA,
1878,CITRATO DE CAFEÍNA,
1879,PERSEA AMERICANA MILL.,
1880,ÁCIDO CÍTRICO ANIDRO,
1881,CLORIDRATO DE PILOCARPINA,
1882,ALOÍNA,
1883,COSTUS SPICATUS,
1884,TEOBROMINA,
1885,TAZOBACTAM,
1886,ALPELISIBE,
1887,PIROFOSFATO TETRASSÓDICO,
1888,CEFETAMET,
1889,SULFATO DE HIDROXICLOROQUINA,
1890,GLICONATO DE SÓDIO,
1891,PEMETREXEDE DISSÓDICO HEPTAIDRATADO,
1892,TETRACAÍNA,
1893,ANTIGENOS BACTERIANOS SOB A FORMA DE LISADOS,
1894,ANTÍGENOS BACTERIANAS SOB A FORMA DE LISADO,
1895,FUNGOS DE AR,
1896,FUNGOS DO AR,
1897,LÃ DE CARNEIRO,
1898,ÁCAROS,
1899,POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 1,
1900,POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 10A,
1901,POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 11A,
1902,POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 12F,
1903,POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 14,
1904,POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS P,
1905,ÁCIDO SELENIOSO,
1906,ALCATRÃO DE HULHA,
1907,ALCATRÃO DO LENHO DE JUNIPERUS OXYCEDRUS,
1908,ALCATRÃO DO LENHO DE PINUS PALUSTRIS,
1909,ALCATRÃO DE PINHO,
1910,EXTRATO DE ALCATRÃO MINERAL,
1911,EXTRATO DE ALCATRÃO MINERAL EM ÓLEO DE ARÁQUIDE,
1912,ÓLEO DE CADE,
1913,MEGLUMINA,
1914,REPAGLINIDA,
1915,ALIROCUMABE,
1916,FOSFATO DE CODEÍNA HEMI-HIDRATADO,
1917,PRAVASTATINA SÓDICA,
1918,IDARUCIZUMABE,
1919,ESTROGÊNIOS CONJUGADOS NATURAIS,
1920,POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 18C,
1921,POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 19A,
1922,POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 19F,
1923,POLISSACARÍDEO CAPSULAR DE STREPTOCOCCU,
1924,FERRUM SIDEREUM,
1925,PRUNUS SPINOSA,
1926,ETANOLATO DE DARUNAVIR,
1927,LACTATO DE MILRINONA,
1928,CLORIDRATO DE L-CISTEINA,
1929,L-CISTEÍNA,
1930,L-ORNITINA,
1931,L-ÁCIDO GLUTÂMICO,
1932,ÁCIDO L-ASPÁRTICO,
1933,ÁCIDO L-GLUTÂMICO,
1934,PRIMIDONA,
1935,GADOXETATO DISSÓDICO,
1936,FENDIZOATO DE LEVOCLOPERASTINA,
1937,LETERMOVIR,
1938,TRIBENOSÍDEO,
1939,CLORIDRATO DE CINCHOCAÍNA,
1940,PROFILNINE SD,
1941,GADOTERIDOL,
1942,DENOSUMABE,
1943,DINOPROSTONA,
1944,PROPILTIOURACILA,
1945,PROPRANOLOL,
1946,VIRUS DA VARICELA,
1947,CLORIDRATO DE DAPOXETINA,
1948,SERENOA REPENS (W. BARTRAM) SMALL,
1949,ALPROSTADIL ALFACICLODEXTRINA,
1950,MISOPROSTOL,
1951,CLORIDRATO DE PROTAMINA,
1952,MESTEROLONA,
1953,PULMOPAX,
1954,ALFADORNASE,
1955,BETAFOLITROPINA,
1956,MERCAPTOPURINA,
1957,PAMOATO DE PIRVÍNIO,
1958,CLORIDRATO DE FENAZOPIRIDINA,
1959,DISSULFETO FERROSO,
1960,EMBONATO DE PIRVÍNIO,
1961,HEMINA,
1962,ERENUMABE,
1963,DAVILLA RUGOSA POIR.,
1964,POLYGONUM HIDROPIPER,
1965,ETEXILATO DE DABIGATRANA,
1966,ALFA1ANTITRIPSINA,
1967,CEPHAELIS IPECACHUANHA RICH.,
1968,SULFACETAMIDA SÓDICA,
1969,TRIETANOLAMINA,
1970,COLESTIRAMINA,
1971,BETADINUTUXIMABE,
1972,RAMELTEONA,
1973,RANITIDINA,
1974,SIROLIMO,
1975,LUSPATERCEPTE,
1976,ANTÍGENO HBS,
1977,BETAEPOETINA,
1978,DONEPEZILA,
1979,ASPARTATO DE L-ARGININA,
1980,ÁCIDO POLIACRÍLICO,
1981,AMINOÁCIDOS,
1982,EXTRATO FLUIDO,
1983,TINTURA DE ATROPA BELADONA,
1984,BERBERIS LAURINA THUNB.,
1985,CITRATO FÉRRICO AMONIACAL,
1986,JUNIPERUS SABINA L.,
1987,DELTAFOLITROPINA,
1988,ZANAMIVIR,
1989,CLORIDRATO DE EPINASTINA,
1990,CLORIDRATO DE REMIFENTANILA,
1991,HUMULUS LUPULUS L.,
1992,EVOLOCUMABE,
1993,AROMA DE MEL,
1994,CITRATO DE PENTOXIVERINA,
1995,PRUCALOPRIDA,
1996,TENOXICAM,
1997,TEDUGLUTIDA,
1998,LENALIDOMIDA,
1999,ELTROMBOPAGUE OLAMINA,
2000,SULFATO DE ATAZANAVIR,
2001,IMUNOGLOBULINA HUMANA ANTI-D,
2002,RIBAVIRINA,
2003,CLORIDRATO DE BENDAMUSTINA,
2004,RIFAMICINA SV SÓDICA,
2005,RIFAMICINA,
2006,CROMOGLICATO DISSODICO,
2007,CLORETO DE CÁLCIO 2H2O,
2008,QUERCUS ROBUR,
2009,UPADACITINIBE HEMI-HIDRATADO,
2010,MAGALDRATO,
2011,GAMANONACOGUE,
2012,ALFAINTERFERONA 2A,
2013,FLUNITRAZEPAM,
2014,FOSFESTROL TETRASSÓDICO,
2015,ROTAVÍRUS HUMANO ATENUADO,
2016,REARRANJO DE ROTAVÍRUS HUMANO/BOVINO G1,
2017,REARRANJO DE ROTAVÍRUS HUMANO/BOVINO G2,
2018,REARRANJO DE ROTAVÍRUS HUMANO/BOVINO G3,
2019,REARRANJO DE ROTAVÍRUS HUMANO/BOVINO G4,
2020,REARRANJO DE ROTAVÍRUS HUMANO/BOVINO P1A[8],
2021,VACINA ROTAVÍRUS HUMANO/BOVINO G1 (ATENUADA),
2022,VACINA ROTAVÍRUS HUMANO/BOVINO G2 (ATENUADA),
2023,VACINA ROTAVÍRUS HUMANO/BOVINO G3 (ATENUADA),
2024,VACINA ROTAVÍRUS HUMANO/BOVINO G4 (ATENUADA),
2025,VACINA ROTAVÍRUS HUMANO/BOVINO P1A[8] (ATENUADA),
2026,ESPIRAMICINA,
2027,ROXITROMICINA,
2028,ÁCIDO PENTÉTICO,
2029,ÁCIDO MEDRÔNICO,
2030,FOSTENSAVIR TROMETAMOL,
2031,FUMARATO DE RUPATADINA,
2032,AMIVANTAMABE,
2033,ASCORBATO DE SÓDIO,
2034,ALFAGALSIDASE,
2035,BREXPIPRAZOL,
2036,RANOLAZINA,
2037,MIDOSTAURINA,
2038,VIGABATRINA,
2039,SACARATO DE ÓXIDO FÉRRICO,
2040,TAFLUPROSTA,
2041,ACETATO DE ALFA TOCOFEROL,
2042,SALICILATO DE ETILENOGLICOL,
2043,SAMÁRIO 153SM LEXIDRONAM,
2044,FOSFATO DE RIBOFLAVINA,
2045,LIRAGLUTIDA,
2046,CALCITONINA SINTÉTICA DE SALMÃO,
2047,TELBIVUDINA,
2048,SELÊNIO,
2049,SELENITO DISSÓDICO PENTAIDRATADO,
2050,DEXTRANA 70 (99M TC),
2051,SULBACTAM PIVOXILA,
2052,XINAFOATO DE SALMETEROL,
2053,NICERGOLINA,
2054,SEVCLOT,
2055,VACINA HERPES-ZÓSTER (RECOMBINANTE),
2056,ALFACALCIDOL,
2057,LEVOSIMENDANA,
2058,BASILIXIMABE,
2059,SILICEA,
2060,RISANQUIZUMABE,
2061,ÓLEO DE OLIVA,
2062,AMISSULPRIDA,
2063,LIXISENATIDA,
2064,ECULIZUMABE,
2065,SUCCINATO SÓDICO DE METILPREDNISOLONA,
2066,GLICINATO DE ALUMÍNIO,
2067,ACETATO DE LANREOTIDA,
2068,PEGVISOMANTO,
2069,HEXAFLUORETO DE ENXOFRE,
2070,TANSULOSINA,
2071,IMUNOGLOBULINA ANTIRRÁBICA,
2072,IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE BOTHROPS SP,
2073,IMUNOGLOBULINA HETERÓLOGA CONTRA O VENENO DE LACHESIS MUTA,
2074,IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE CROTALUS SP,
2075,IMUNOGLOBULINA HETERÓLOGA,
2076,IMUNOGLOBULINA HETERÓLOGA CONTRA TOXINA DIFTÉRICA,
2077,IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE TITYUS SERRULATUS,
2078,IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE LONOMIA OBLIQUA,
2079,PLASMA DE EQUINO,
2080,AMMONIUM BROMATUM,
2081,AGARICUS MUSCARIUS,
2082,CHAMOMILLA RECUTITA,
2083,COLOCYNTHIS,
2084,MAGNESIUM PHOSPHORICUM,
2085,ATROPINUM SULFURICUM,
2086,CUPRUM SULFURICUM,
2087,BROMETO DE TIOTRÓPIO MONOIDRATADO,
2088,CLORIDRATO DE OLODATEROL,
2089,TIANEPTINA SÓDICA,
2090,CARBIDOPA (PORT. 344/98 LISTA C 1),
2091,MODAFINILA,
2092,DICLORIDRATO DE TRIFLUOPERAZINA,
2093,SOMATOSTATINA,
2094,BELADONA,
2095,COCCUS CACTI,
2096,CINA,
2097,CORALLIUM RUBRUM,
2098,CUPRUM METALLICUM,
2099,DROSERA ROTUNDIFOLIA,
2100,SOLIDAGO VIRGAUREA,
2101,FLURBIPROFENO,
2102,FLURBIPROFENO SÓDICO,
2103,FERRUM SULPHURICUM,
2104,KALI PHOSPHORICUM,
2105,CLORETO DE SUXAMETÔNIO,
2106,SUCRALFATO,
2107,TARTARATO DE EVOGLIPTINA,
2108,SULFATO DE AMICACINA,
2109,CLORIDRATO DE ALIZAPRIDA,
2110,SULFATO CÚPRICO,
2111,ACEFILINATO DE HEPTAMINOL,
2112,BERACTANTO,
2113,PROPATILNITRATO,
2114,MALATO DE SUNITINIBE,
2115,SAQUINAVIR,
2116,ESTAVUDINA,
2117,MONOSSIALOGANGLIOSIDEO,
2118,SILTUXIMABE,
2119,PALIVIZUMABE,
2120,POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 23F,
2121,POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 4,
2122,POLISSACARÍDEO CAPSULAR DE STREPTOCOCCUS PNEUMONIAE SOROTIPO 5,
